type,drugbank_id,groups,name,SMILES
small molecule,DB05297,['investigational'],Paclitaxel docosahexaenoic acid,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@@]3([H])[C@@](C)([C@@H](O)C[C@@]4([H])OC[C@@]34OC(=O)C)C(=O)[C@H](OC(=O)C)C(=C1C)C2(C)C)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1
small molecule,DB05298,['investigational'],Tetomilast,CCOC1=C(OCC)C=C(C=C1)C1=NC(=CS1)C1=NC(=CC=C1)C(O)=O
biotech,DB05299,"['approved', 'investigational']",Keyhole limpet hemocyanin,
small molecule,DB05300,['investigational'],PTI-801,
small molecule,DB05301,['investigational'],LAX-101,
small molecule,DB05303,['investigational'],OMS-103HP,
biotech,DB05304,['investigational'],Girentuximab,
biotech,DB05305,['investigational'],Cintredekin besudotox,
biotech,DB05306,['investigational'],Alferminogene tadenovec,
small molecule,DB05308,['investigational'],ANX-510,
small molecule,DB05309,['investigational'],TP-508,
small molecule,DB05310,['investigational'],FP-1096,
biotech,DB05311,"['approved', 'investigational']",Ecallantide,
small molecule,DB05312,['investigational'],NVS antibody,
small molecule,DB05313,['investigational'],MP4,
small molecule,DB05315,['investigational'],MC-1,
small molecule,DB05316,"['approved', 'investigational']",Pimavanserin,CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1
small molecule,DB05317,['investigational'],TAK-475,
biotech,DB05319,['investigational'],Oportuzumab monatox,
small molecule,DB05320,['investigational'],ATG-Fresenius S,
biotech,DB05321,['investigational'],PEG-uricase,
biotech,DB05322,['investigational'],INGN 201,
biotech,DB05325,['investigational'],INGN 225,
small molecule,DB05326,['investigational'],INKP-102,
small molecule,DB05327,['investigational'],Ranirestat,FC1=C(CN2C(=O)C3=CC=CN3[C@@]3(CC(=O)NC3=O)C2=O)C=CC(Br)=C1
small molecule,DB05328,['investigational'],VGV-1,
biotech,DB05329,['investigational'],MDX-1379,
biotech,DB05330,['investigational'],ALTU-135,
biotech,DB05332,['approved'],Romiplostim,
small molecule,DB05333,['investigational'],TC-5231,
biotech,DB05336,['approved'],Obiltoxaximab,
biotech,DB05337,['investigational'],SOT-107,
small molecule,DB05339,['investigational'],MN-305,Cl.C(CNC[C@H]1COC2=CC=CC=C2O1)COC1=CC2=C(OCO2)C=C1
small molecule,DB05340,['investigational'],ATL-2502,[Na+].CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)COC(=O)C1=CC(=CC=C1)S([O-])(=O)=O
small molecule,DB05343,['investigational'],Arundic acid,CCCCCC[C@@H](CCC)C(O)=O
biotech,DB05344,['investigational'],Ciliary neurotrophic factor,
small molecule,DB05345,['investigational'],SO-101,
small molecule,DB05346,['investigational'],WL-1002,
small molecule,DB05351,"['approved', 'investigational']",Dexlansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1
small molecule,DB05352,['investigational'],Fx-1006A,
small molecule,DB05353,['investigational'],CMC 001,
biotech,DB05361,['investigational'],SR-123781A,
small molecule,DB05362,['investigational'],SSR-126517E,
small molecule,DB05363,['investigational'],LIC-477,
small molecule,DB05364,['investigational'],ROX-888,
small molecule,DB05367,['investigational'],Actelion-1,
biotech,DB05368,"['approved', 'investigational']",Ragweed pollen extract,
small molecule,DB05369,['investigational'],HZT-501,
small molecule,DB05371,['investigational'],ACR-16,
small molecule,DB05374,['investigational'],Rindopepimut,
small molecule,DB05377,['investigational'],Chlorfenson,ClC1=CC=C(OS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1
small molecule,DB05380,['investigational'],DOTMP HO-166,[166Ho++].OP(O)(=O)CN1CCN(CP(O)(O)=O)CCN(CP([O-])([O-])=O)CCN(CP(O)(O)=O)CC1
small molecule,DB05381,"['approved', 'investigational']",Histamine,NCCC1=CNC=N1
small molecule,DB05382,"['approved', 'investigational']",Iodine,II
small molecule,DB05383,['investigational'],Pimagedine,NNC(N)=N
small molecule,DB05384,['investigational'],Carbopol 974P,
small molecule,DB05385,['investigational'],PRO 2000,
biotech,DB05386,['investigational'],Regramostim,
small molecule,DB05387,['investigational'],Neovastat,
small molecule,DB05389,"['approved', 'investigational']",Tetrachlorodecaoxide,O.O=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O
small molecule,DB05390,['investigational'],INS 316,
small molecule,DB05391,['investigational'],Liposomal prostaglandin E1,
small molecule,DB05393,['investigational'],NOV-002,
small molecule,DB05394,['investigational'],Corticorelin,
small molecule,DB05395,['investigational'],Amibegron,[H][C@](O)(CN[C@@]1([H])CCC2=C(C1)C=C(OCC(=O)OCC)C=C2)C1=CC(Cl)=CC=C1
biotech,DB05396,['investigational'],Albinterferon Alfa-2B,
small molecule,DB05398,['investigational'],C31G,CCCCCCCCCCCC[N+](C)(C)[O-].CCCCCCCCCCCC[N+](C)(C)CC([O-])=O
small molecule,DB05399,['investigational'],Succinobucol,CC(C)(C)C1=CC(SC(C)(C)SC2=CC(=C(OC(=O)CCC(O)=O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C
biotech,DB05400,['investigational'],QS-21,
small molecule,DB05403,['investigational'],CEP-1347,[H][C@@]12C[C@H](C(=O)OOC)[C@](C)(O1)N1C3=C(C=C(CSCC)C=C3)C3=C4CNC(=O)C4=C4C5=C(C=CC(CSCC)=C5)N2C4=C13
small molecule,DB05404,['investigational'],AZD 3355,
biotech,DB05405,['investigational'],XTL-001,
small molecule,DB05406,['investigational'],GTI-2501,
small molecule,DB05407,['investigational'],TBC-3711,CC(=O)C1=C(NC(=O)C2=C(C=CS2)S(=O)(=O)NC2=C(C)C(C)=NO2)C(C)=CC(C)=C1
small molecule,DB05408,['investigational'],Emricasan,C[C@H](NC(=O)C(=O)NC1=C(C=CC=C1)C(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)COC1=C(F)C(F)=CC(F)=C1F
small molecule,DB05409,['investigational'],NCX 701,CC(=O)NC1=CC=C(OC(=O)CCCO[N+]([O-])=O)C=C1
small molecule,DB05410,['investigational'],NCX 1022,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)COC(=O)C1=CC=CC(CON(=O)=O)=C1
biotech,DB05411,['investigational'],VB2-011,
small molecule,DB05412,['investigational'],Talmapimod,[H][C@]1(C)CN(C(=O)C2=C(Cl)C=C3N(C)C=C(C(=O)C(=O)N(C)C)C3=C2)[C@]([H])(C)CN1CC1=CC=C(F)C=C1
biotech,DB05413,['investigational'],Tifuvirtide,
small molecule,DB05414,['investigational'],Pipendoxifene,CC1=C(N(CC2=CC=C(OCCN3CCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1
small molecule,DB05415,['investigational'],OSI-461,
small molecule,DB05416,['investigational'],Cardarine,CC1=C(CSC2=CC(C)=C(OCC(O)=O)C=C2)SC(=N1)C1=CC=C(C=C1)C(F)(F)F
small molecule,DB05417,['investigational'],GW 468816,
small molecule,DB05418,['investigational'],GW 597599,
small molecule,DB05419,['investigational'],ADX-10061,CN1CCC2=CC(=C(O)C=C2[C@H](C1)C1=C2OCCC2=CC=C1)[N+]([O-])=O
small molecule,DB05420,['investigational'],Gallium maltolate,[Ga+3].CC1=C([O-])C(=O)C=CO1.CC1=C([O-])C(=O)C=CO1.CC1=C([O-])C(=O)C=CO1
small molecule,DB05421,['investigational'],CP-122721,COC1=CC=C(OC(F)(F)F)C=C1CN[C@H]1CCCN[C@H]1C1=CC=CC=C1
small molecule,DB05422,['investigational'],OPC-14523,COC1=CC=CC2=C1CCC(=O)N2CCCN1CCN(CC1)C1=CC=CC(Cl)=C1
small molecule,DB05423,['investigational'],ORG-34517,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C3OCOC3=C1)C1=C3CCC(=O)C=C3CC[C@@]21[H]
small molecule,DB05424,['investigational'],Canertinib,FC1=C(Cl)C=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1
biotech,DB05426,['investigational'],Talactoferrin alfa,
biotech,DB05427,['investigational'],IDD-3,
small molecule,DB05428,['investigational'],Motexafin gadolinium,[Gd+3].CC([O-])=O.CC([O-])=O.CCC1=C(CC)/C2=C/C3=N/C(=C\N=C4/C=C(OCCOCCOCCOC)C(OCCOCCOCCOC)=C/C/4=N\C=C4/N=C(/C=C\1\[N-]\2)C(CCCO)=C4C)/C(C)=C3CCCO
biotech,DB05429,['investigational'],Bertilimumab,
small molecule,DB05430,['investigational'],VLTS-589,
small molecule,DB05431,['investigational'],MLN-977,NC(=O)N(O)CCC#C[C@@H]1CC[C@@H](COC2=CC=C(F)C=C2)O1
small molecule,DB05432,['investigational'],DAS-431 IV,
small molecule,DB05433,['investigational'],rGLP-1,
small molecule,DB05434,['investigational'],ABT-510,CCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN(C)C(C)=O)C(C)C)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC
biotech,DB05437,['investigational'],NAV 1800,
biotech,DB05438,['investigational'],IDM-4,
biotech,DB05439,['investigational'],IDD-1,
small molecule,DB05440,['investigational'],SRP 299,
biotech,DB05441,['investigational'],AVAC,
small molecule,DB05442,['investigational'],Etiprednol dicloacetate,[H][C@@]12CC[C@](OC(=O)C(Cl)Cl)(C(=O)OCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
small molecule,DB05443,['investigational'],ADL 10-0101,
small molecule,DB05444,['investigational'],Iroxanadine,C(C1CONC(=N1)C1=CN=CC=C1)N1CCCCC1
biotech,DB05445,['investigational'],TA-NIC,
small molecule,DB05446,['investigational'],LJP 1082,NC(CCC(=O)NC(CSCO)C(=O)NCC(O)=O)C(O)=O
small molecule,DB05447,['investigational'],AVI-4557,
small molecule,DB05448,['investigational'],PX-12,CCC(C)SSC1=NC=CN1
small molecule,DB05449,['investigational'],FM-VP4,
small molecule,DB05450,['investigational'],Smilagenin,[H][C@]12C[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@@]1(CC[C@@H](C)CO1)O2
small molecule,DB05451,['investigational'],P54,
small molecule,DB05452,['investigational'],PH-284,
small molecule,DB05454,['investigational'],Paliroden,FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC=C(C=C2)C2=CC=CC=C2)CC1
small molecule,DB05455,['investigational'],SR 121463,
small molecule,DB05456,['investigational'],ETC-588,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C
small molecule,DB05457,['investigational'],OSI-7904L,
small molecule,DB05458,['investigational'],Pozanicline,CC1=C(OC[C@@H]2CCCN2)C=CC=N1
biotech,DB05459,['investigational'],Briakinumab,
small molecule,DB05460,['investigational'],Ezatiostat,CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCC1=CC=CC=C1)C(=O)N[C@@H](C(=O)OCC)C1=CC=CC=C1
small molecule,DB05461,['investigational'],OPC-28326,O.Cl.CCC(=O)NC1=C(C)C=C(C=C1C)C(=O)N1CCC(CC1)N(C)CCC1=CC=CC=C1
small molecule,DB05462,['investigational'],Chlorotoxin I-131,CCC(C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
small molecule,DB05463,['investigational'],ISS-1018,
small molecule,DB05464,['investigational'],NOX-700,
small molecule,DB05465,['investigational'],Tandutinib,COC1=C(OCCCN2CCCCC2)C=C2N=CN=C(N3CCN(CC3)C(=O)NC3=CC=C(OC(C)C)C=C3)C2=C1
small molecule,DB05466,['investigational'],R673,
small molecule,DB05467,"['approved', 'investigational']",Palovarotene,CC1(C)CCC(C)(C)C2=C1C=C(CN1C=CC=N1)C(\C=C\C1=CC=C(C=C1)C(O)=O)=C2
small molecule,DB05468,['investigational'],R411,
small molecule,DB05469,['investigational'],R450,
small molecule,DB05470,['investigational'],VX-702,NC(=O)N(C1=CC=C(C(N)=O)C(=N1)C1=CC=C(F)C=C1F)C1=C(F)C=CC=C1F
biotech,DB05471,['investigational'],SGN-30,
biotech,DB05472,['investigational'],Human interferon omega-1,
small molecule,DB05473,['investigational'],QR-334,
small molecule,DB05474,['investigational'],T487,
small molecule,DB05475,['investigational'],Golotimod,N[C@H](CCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O)C(O)=O
small molecule,DB05476,['investigational'],WX-UK1,Cl.CCOC(=O)N1CCN(CC1)C(=O)[C@H](CC1=CC=CC(=C1)C(N)=N)NS(=O)(=O)C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C
biotech,DB05477,['investigational'],MUC1 Dendritic Cell Vaccine,
small molecule,DB05478,['investigational'],Pradefovir mesylate,CS(O)(=O)=O.NC1=C2N=CN(CCOC[P@@]3(=O)OCC[C@H](O3)C3=CC(Cl)=CC=C3)C2=NC=N1
small molecule,DB05479,['investigational'],CZEN 002,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)NC(CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O
small molecule,DB05480,['investigational'],PBI-1402,
biotech,DB05481,['investigational'],Recombinant alpha 1-antitrypsin,
small molecule,DB05482,['investigational'],SN-38,CCC1=C2C=C(O)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O
small molecule,DB05483,['investigational'],Picolinic acid,OC(=O)C1=CC=CC=N1
small molecule,DB05484,['investigational'],MDX-018,
biotech,DB05485,['investigational'],ADH-1,
biotech,DB05487,['investigational'],Custirsen,
small molecule,DB05488,['investigational'],Technetium Tc-99m ciprofloxacin,
small molecule,DB05489,['investigational'],ACA 125,
small molecule,DB05490,['investigational'],AMG-131,ClC1=CC=C(C(Cl)=C1)S(=O)(=O)NC1=CC(Cl)=C(OC2=CN=C3C=CC=CC3=C2)C(Cl)=C1
small molecule,DB05491,['investigational'],ATN-161,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(N)=O
small molecule,DB05492,['investigational'],Epicept NP-1,CC1=CC(=C(NCCCN)C=C1)[N+]([O-])=O
small molecule,DB05493,['investigational'],NX-1207,
small molecule,DB05494,['investigational'],Elacytarabine,CCCCCCCC\C=C\CCCCCCCC(=O)OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N1C=CC(N)=NC1=O
small molecule,DB05495,['investigational'],PG-530742,COC1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC(CC#CCN1CCOCC1)C(O)=O
biotech,DB05496,['investigational'],Otelixizumab,
small molecule,DB05498,['investigational'],KW-7158,C[C@](O)(C(=O)NC1=CC=CC2=C1C(=O)C1=C(CS2(=O)=O)C=CS1)C(F)(F)F
small molecule,DB05499,['investigational'],TAK-428,
biotech,DB05500,['investigational'],AVN-944,
small molecule,DB05501,"['approved', 'investigational']",Mavorixafor,NCCCCN(CC1=NC2=CC=CC=C2N1)[C@H]1CCCC2=C1N=CC=C2
biotech,DB05502,['investigational'],AG-858,
small molecule,DB05505,['investigational'],NM-702,
small molecule,DB05506,['investigational'],ISIS 113715,
small molecule,DB05507,['investigational'],VX-765,
small molecule,DB05509,['investigational'],LI-301,
small molecule,DB05511,['investigational'],Piclidenoson,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NCC3=CC(I)=CC=C3)N=CN=C12
biotech,DB05512,['investigational'],MM-093,
small molecule,DB05513,['investigational'],Atiprimod,CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1
small molecule,DB05514,['investigational'],Cobiprostone,CC[C@H](C)CC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(O)=O)O1
biotech,DB05516,['investigational'],PI-0824,
small molecule,DB05518,['investigational'],Managlinat dialanetil,[H][C@@](C)(NP(=O)(N[C@@]([H])(C)C(=O)OCC)C1=CC=C(O1)C1=C(CC(C)C)SC(N)=N1)C(=O)OCC
small molecule,DB05519,['investigational'],Budiodarone,CC[C@H](C)OC(=O)CC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2
small molecule,DB05520,['investigational'],Mimopezil,[H][C@@]12CC3=C(C=CC(=O)N3)[C@](CC(C)=C1)(\N=C\C1=CC(Cl)=CC(OC)=C1O)\C2=C\C
small molecule,DB05521,"['approved', 'withdrawn']",Telaprevir,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1
small molecule,DB05524,['investigational'],Pelitinib,CCOC1=CC2=C(C=C1NC(=O)\C=C\CN(C)C)C(NC1=CC(Cl)=C(F)C=C1)=C(C=N2)C#N
biotech,DB05525,['investigational'],EW-A-401,
biotech,DB05528,"['approved', 'investigational']",Mipomersen,
biotech,DB05530,['investigational'],CPG 10101,
small molecule,DB05531,['investigational'],alpha-Pyrrolidinononanophenone,CCCCCCCC(N1CCCC1)C(=O)C1=CC=CC=C1
small molecule,DB05532,['investigational'],BMS-488043,COC1=C2C(NC=C2C(=O)C(=O)N2CCN(CC2)C(=O)C2=CC=CC=C2)=C(OC)N=C1
small molecule,DB05533,['investigational'],QR-333,
small molecule,DB05536,['investigational'],Ostabolin-C,
small molecule,DB05540,['investigational'],Alanosine,N[C@@H](CN(O)N=O)C(O)=O
small molecule,DB05541,"['approved', 'investigational']",Brivaracetam,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1
small molecule,DB05542,['investigational'],Naronapride,CO[C@H]1CN(CCCCCC(=O)O[C@H]2CN3CCC2CC3)CC[C@H]1NC(=O)C1=C(OC)C=C(N)C(Cl)=C1
biotech,DB05545,['investigational'],AMG 108,
small molecule,DB05546,['investigational'],SB-743921,CC(C)[C@@H](N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=C(CC2=CC=CC=C2)C(=O)C2=CC=C(Cl)C=C2O1
small molecule,DB05547,['investigational'],MEM 1003,
small molecule,DB05549,['investigational'],INO-1001,CS(O)(=O)=O.O=C1NC2=C(CC3=C2C=CC(=C3)S(=O)(=O)NCCCN2CCOCC2)C2=CC=CC=C12
biotech,DB05550,['investigational'],Iratumumab,
small molecule,DB05552,['investigational'],TG100-115,NC1=NC(N)=C2N=C(C3=CC=CC(O)=C3)C(=NC2=N1)C1=CC(O)=CC=C1
small molecule,DB05553,['investigational'],Regrelor,[H][C@]12O[C@@H](O[C@@]1([H])[C@@H](O[C@@H]2COP(O)(O)=O)N1C=NC2=C1N=CN=C2NC(=O)NCC)\C=C\C1=CC=CC=C1
biotech,DB05555,['investigational'],Enokizumab,
small molecule,DB05559,['investigational'],NF-kappaB Decoy,
biotech,DB05560,['investigational'],Delcasertib,
small molecule,DB05562,['investigational'],Naluzotan,CC(=O)NC1=CC=CC(=C1)N1CCN(CCCCNS(=O)(=O)CC2CCCCC2)CC1
small molecule,DB05565,['investigational'],PBT-1033,CN(C)CC1=CC=C2C(Cl)=CC(Cl)=C(O)C2=N1
small molecule,DB05572,['investigational'],TPI-ASM8,
small molecule,DB05575,['investigational'],Motesanib,CC1(C)CNC2=CC(NC(=O)C3=C(NCC4=CC=NC=C4)N=CC=C3)=CC=C12
small molecule,DB05576,['investigational'],TC-2696,CN[C@@H](C)C\C=C\C1=CC(OC)=CN=C1
biotech,DB05578,"['approved', 'investigational']",Ramucirumab,
small molecule,DB05579,['investigational'],SB-509,
small molecule,DB05580,['investigational'],TRU-015,
biotech,DB05584,['investigational'],Praconase,
small molecule,DB05585,['investigational'],Verubulin,COC1=CC=C(C=C1)N(C)C1=NC(C)=NC2=C1C=CC=C2
small molecule,DB05586,['investigational'],Facinicline,[H]N([C@@H]1CN2CCC1CC2)C(=O)C1=NN([H])C2=CC=CC=C12
small molecule,DB05587,['investigational'],CRD5,
small molecule,DB05590,['investigational'],Bedoradrine,CN(C)C(=O)COC1=CC=C2CC[C@@H](CC2=C1)NC[C@H](O)C1=CC=C(O)C(CCO)=C1
small molecule,DB05592,['investigational'],Blarcamesine,CN(C)CC1CCOC1(C1=CC=CC=C1)C1=CC=CC=C1
biotech,DB05594,['investigational'],Cantuzumab ravtansine,
biotech,DB05595,['investigational'],Farletuzumab,
small molecule,DB05596,['investigational'],PRX-03140,CC(C)N1C2=C(C=CS2)C(O)=C(C(=O)NCCCN2CCCCC2)C1=O
small molecule,DB05597,['investigational'],VLTS-934,
small molecule,DB05598,['investigational'],MBX-2044,
biotech,DB05599,['investigational'],Fibroblast growth factor-1,
small molecule,DB05604,['investigational'],Mx-dnG1,
small molecule,DB05606,['investigational'],Beclanorsen,
small molecule,DB05607,['investigational'],PRX-08066,OC(=O)\C=C\C(O)=O.FC1=C(C=C(CN2CCC(CC2)NC2=C3C=C(Cl)SC3=NC=N2)C=C1)C#N
small molecule,DB05608,['investigational'],MKC-1,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C)C2=CC(=CC=C12)[N+]([O-])=O
small molecule,DB05611,['investigational'],Apilimod,CC1=CC=CC(\C=N\NC2=CC(=NC(OCCC3=CC=CC=N3)=N2)N2CCOCC2)=C1
small molecule,DB05615,['investigational'],SLx-2101,
small molecule,DB05616,['investigational'],"4'-Methylene-5,8,10-trideazaaminopterin",NC1=NC2=CC=C(CCC3=CC=C(C=C3)C(=O)NC(CC(=C)C(O)=O)C(O)=O)C=C2C(N)=N1
small molecule,DB05619,['investigational'],NE-180,
small molecule,DB05620,['investigational'],AVI-4065,
small molecule,DB05624,['investigational'],Teverelix,CC(C)C[C@H](NC(=O)[C@@H](CCCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
small molecule,DB05625,['investigational'],CTCE-9908,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CCCCN)C(C)C)C(N)=O
small molecule,DB05626,['investigational'],Retaspimycin,CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(O)=CC(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)=C2O
small molecule,DB05630,"['approved', 'investigational']",Sodium stibogluconate,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO
small molecule,DB05631,['investigational'],ALT-2074,CC1(C)CN[Se]C2=CC=CC=C12
small molecule,DB05633,['investigational'],Glypromate,[H]N([H])CC(=O)N1CCC[C@H]1C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O
small molecule,DB05636,['investigational'],(+)-Mefloquine,O[C@@H]([C@@H]1CCCCN1)C1=CC(=NC2=C(C=CC=C12)C(F)(F)F)C(F)(F)F
biotech,DB05637,['investigational'],CERE-120,
biotech,DB05638,['investigational'],Asvasiran,
small molecule,DB05642,['investigational'],DDP-225,O.Cl.CC1=CC2=C(N=C(N=C2S1)N1CCNCC1)C1=CC=CC=C1F
biotech,DB05643,['investigational'],IRX-2,
small molecule,DB05644,['investigational'],KP-1461,CCCCCCCOC(=O)NC1=NC(=O)N(CN1)[C@H]1C[C@H](O)[C@@H](CO)O1
small molecule,DB05645,['investigational'],Larazotide,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)NCC(O)=O
biotech,DB05646,['investigational'],VT-111,
small molecule,DB05648,['investigational'],OTI-030,
biotech,DB05649,['investigational'],NTx-265,
small molecule,DB05650,['investigational'],OT-551,CC1(C)CC(CC(C)(C)N1O)OC(=O)C1CC1
small molecule,DB05652,['investigational'],VTP-201227,
small molecule,DB05653,['investigational'],IRX-5183,CC1(C)CCC(C)(C)C2=C1C=C(C(=O)NC1=CC(F)=C(C(O)=O)C(F)=C1)C(O)=C2Cl
biotech,DB05656,['investigational'],Veltuzumab,
small molecule,DB05659,['investigational'],Faropenem medoxomil,[H][C@]12SC(=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(=O)OCC1=C(C)OC(=O)O1)[C@@]1([H])CCCO1
small molecule,DB05660,['investigational'],D-JNKI-1,CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CC(O)=O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@H]([C@H](C)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(O)=O
small molecule,DB05662,['investigational'],NP-50301,
small molecule,DB05667,"['approved', 'investigational']",Levoketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
